year,month,circ_type
1959,6,"['WA', 'WA', 'WA', 'SA', 'SA', 'SA', 'SA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'HB', 'WA', 'WA', 'WA', 'WA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'TRM', 'TRM']"
1960,6,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'HM', 'HM', 'HM', 'NWA', 'NWA', 'NWA', 'NWA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NZ', 'NZ', 'NZ']"
1961,6,"['TRW', 'TRW', 'TRW', 'NEZ', 'NEZ', 'NEZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WA', 'WA', 'WA', 'WA', 'WA', 'BM', 'BM', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM']"
1962,6,"['HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWA', 'NWA', 'NWA', 'NWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1963,6,"['HFA', 'HFA', 'HFA', 'HFA', 'SEA', 'SEA', 'SEA', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'HNA']"
1964,6,"['HNZ', 'HNZ', 'HNZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ']"
1965,6,"['HNZ', 'HNZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'NA', 'NA', 'NA', 'NA', 'NA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA']"
1966,6,"['HB', 'HB', 'WA', 'WA', 'WA', 'WA', 'WA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WW', 'WW', 'WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ']"
1967,6,"['HFZ', 'HFZ', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'U', 'WA', 'WA', 'WA']"
1968,6,"['NEA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM']"
1969,6,"['NWZ', 'NWZ', 'NWZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'U', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'WA', 'WA', 'WA']"
1970,6,"['NWZ', 'NWZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'U', 'HNA', 'HNA', 'HNA', 'NEA', 'NEA', 'NEA', 'NEA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW']"
1971,6,"['HFA', 'HFA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1972,6,"['WZ', 'WZ', 'WZ', 'SA', 'SA', 'SA', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW']"
1973,6,"['TRW', 'TRW', 'BM', 'BM', 'BM', 'BM', 'TM', 'TM', 'TM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'U', 'U', 'U', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ']"
1974,6,"['U', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'U', 'NEA', 'NEA', 'NEA', 'NEA', 'WW', 'WW', 'WW', 'U', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'WS', 'WS', 'WS', 'WS', 'WS']"
1975,6,"['NZ', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NWA', 'NWA', 'NWA', 'NEZ', 'NEZ', 'NEZ']"
1976,6,"['WZ', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'WA', 'WA', 'WA', 'NEA', 'NEA', 'NEA', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM']"
1977,6,"['HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'NA', 'NA', 'NA', 'NA', 'NA', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1978,6,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'BM', 'BM', 'BM', 'TB', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1979,6,"['HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'HB', 'HB', 'HB', 'HB', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1980,6,"['WS', 'NA', 'NA', 'NA', 'NA', 'HFZ', 'HFZ', 'HFZ', 'TM', 'TM', 'TM', 'SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ']"
1940,7,"['NEA', 'NEA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'NWA']"
1941,7,"['NEZ', 'NEZ', 'NWA', 'NWA', 'NWA', 'HM', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1942,7,"['NWA', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'HM', 'HM']"
1943,7,"['HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'TM', 'TM', 'TM', 'TM', 'NA', 'NA', 'NA', 'NA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1944,7,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HNA', 'HNA', 'HNA', 'HNA', 'HNZ', 'HNZ', 'HNZ', 'HNA', 'HNA', 'HNA', 'WW', 'WW', 'WW', 'HNA', 'HNA']"
1945,7,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HNA', 'HNA', 'HNA', 'HFA', 'HFA', 'HFA', 'WA', 'WA', 'WA', 'NWA', 'NWA', 'NWA', 'NWA', 'TRW', 'TRW', 'TRW', 'NWA', 'NWA', 'NWA']"
1946,7,"['HM', 'HM', 'HM', 'HM', 'U', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'TRW', 'TRW', 'TRW', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1947,7,"['BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'NEA', 'NEA', 'NEA', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1948,7,"['TM', 'TM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1949,7,"['NEA', 'NEA', 'NEA', 'NEA', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM', 'TB', 'TB', 'TB', 'TB', 'TB', 'TRM', 'TRM', 'TRM', 'TRM', 'U', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA']"
1950,7,"['WA', 'WA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WW', 'WW', 'WW', 'WW', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA']"
1951,7,"['BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1952,7,"['BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM']"
1953,7,"['HB', 'HB', 'HB', 'HB', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1954,7,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1955,7,"['WW', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NEA', 'NEA', 'NEA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'BM']"
1956,7,"['TB', 'TB', 'WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'NEZ', 'NEZ', 'NEZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'WZ', 'WZ', 'WZ', 'WZ']"
1957,7,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'U', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HB']"
1958,7,"['HFA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM', 'SWA', 'SWA', 'SWA', 'SWA', 'U', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA']"
1959,7,"['TRM', 'TRM', 'U', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'TB', 'TB', 'TB', 'TM', 'TM']"
1960,7,"['NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WW', 'WW', 'WW', 'WW', 'TRW', 'TRW', 'TRW', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB']"
1961,7,"['HM', 'HM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWA', 'NWA', 'NWA', 'NWA', 'TRW', 'TRW', 'TRW', 'WS', 'WS', 'WS', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'BM', 'BM']"
1962,7,"['NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM', 'TRM', 'U', 'HM', 'HM', 'HM', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'U', 'U', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HM', 'HM', 'HM', 'HNZ', 'HNZ', 'HNZ', 'BM', 'BM', 'BM']"
1963,7,"['HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'U', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'SWZ', 'SWZ', 'SWZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA']"
1964,7,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ']"
1965,7,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HFA', 'HFA', 'HFA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WS', 'WS', 'WS', 'WS', 'WS']"
1966,7,"['HM', 'HM', 'HM', 'U', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1967,7,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HFA', 'HFA', 'HFA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRW']"
1968,7,"['HM', 'HM', 'BM', 'BM', 'BM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'NWZ', 'NWZ', 'NWZ', 'TB', 'TB', 'TB', 'TB', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'HB', 'HB', 'HB', 'HNFA', 'HNFA', 'HNFA']"
1969,7,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ']"
1970,7,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'U', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA']"
1971,7,"['NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'HM', 'HM', 'HM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HNFZ', 'HNFZ', 'HNFZ', 'SWA']"
1972,7,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'NEA', 'NEA', 'NEA', 'NEA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNZ', 'HNZ', 'HNZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ']"
1973,7,"['HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'TB', 'TB', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'HM', 'HM']"
1974,7,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'U', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA']"
1975,7,"['NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'U', 'TB', 'TB', 'TB', 'TB', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1976,7,"['BM', 'BM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1977,7,"['WZ', 'HM', 'HM', 'HM', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ', 'NEZ']"
1978,7,"['WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'HNZ', 'HNZ', 'HNZ', 'HNA', 'HNA', 'HNA', 'HNA', 'NWA', 'NWA', 'NWA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA', 'WW', 'WW', 'WW', 'HFA', 'HFA', 'HFA', 'HFA']"
1979,7,"['HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'WZ', 'WZ', 'WZ', 'WZ', 'HNZ', 'HNZ', 'HNZ', 'NWA', 'NWA', 'NWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ']"
1980,7,"['NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA']"
1940,8,"['HB', 'HB', 'HB', 'HB', 'HB', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'NWA', 'NWA', 'NWA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA']"
1941,8,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1942,8,"['HM', 'HM', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'HM', 'HM', 'WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SWA', 'SWA']"
1943,8,"['HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1944,8,"['HNA', 'HNA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'SWA', 'SWA', 'SWA', 'SWA', 'TRW', 'TRW', 'TRW', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ']"
1945,8,"['NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SA', 'SA', 'SA', 'SA', 'HM']"
1946,8,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'NEA', 'NEA', 'NEA', 'NEA', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB']"
1947,8,"['BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA']"
1948,8,"['HM', 'HM', 'WZ', 'WZ', 'WZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HM']"
1949,8,"['WA', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1950,8,"['WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'HM', 'TB', 'TB', 'TB', 'TB', 'TB', 'SWA', 'SWA', 'SWA']"
1951,8,"['WW', 'WW', 'WW', 'WW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'WA', 'WA', 'WA', 'WA', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'TB', 'TB', 'TB', 'TB', 'TB', 'WW']"
